,Eco,Eco Plus,Gender,Customer Type,Age,Type of Travel,Flight Distance,Wifi Service,Departure/Arrival,Online Booking,Gate Location,Food and Drink,Online Boarding,Seat Comfort,Inflight Entertainment,On-board Service,Leg Room,Baggage,Checkin Service,Inflight Service,Cleanliness,Departure Delay,Arrival Delay,Satisfaction
4484,1,0,0.0,1.0,42,0.0,1056,4,5,4,3,4,4,4,4,4,1,3,4,1,4,16,27.0,0.0
4485,0,0,1.0,1.0,35,1.0,152,1,2,2,2,3,2,1,4,4,4,1,1,4,2,0,19.0,0.0
4486,0,0,1.0,1.0,55,1.0,407,3,3,4,3,3,5,4,4,4,4,4,5,4,5,0,0.0,1.0
4487,0,0,1.0,1.0,25,1.0,2273,2,3,3,3,2,2,2,2,4,1,4,4,3,2,34,37.0,0.0
4488,1,0,1.0,1.0,18,0.0,192,3,4,3,1,3,3,3,3,5,3,5,3,4,3,87,86.0,0.0
4489,1,0,0.0,1.0,44,1.0,359,1,4,2,4,1,1,1,1,1,2,2,2,3,1,0,0.0,0.0
4490,0,0,1.0,1.0,45,1.0,2346,1,1,1,1,3,5,5,4,4,4,4,5,4,5,0,0.0,1.0
4491,0,0,0.0,1.0,43,1.0,1013,1,1,1,1,2,5,5,3,3,3,3,3,3,3,0,0.0,1.0
4492,0,0,1.0,1.0,48,1.0,1035,1,1,1,1,5,4,5,5,5,5,5,5,5,4,2,21.0,1.0
4493,0,0,1.0,1.0,56,1.0,651,2,2,2,2,4,5,4,4,4,4,4,5,4,3,0,0.0,1.0
4494,0,0,0.0,1.0,40,1.0,250,3,3,5,3,5,5,5,4,4,4,4,4,4,3,5,25.0,1.0
4495,0,0,0.0,1.0,27,1.0,725,3,3,3,3,4,4,4,4,4,3,5,4,5,4,0,0.0,1.0
4496,0,0,1.0,1.0,44,1.0,751,3,2,2,2,3,2,3,3,3,3,3,4,3,3,13,18.0,0.0
4497,0,0,0.0,1.0,33,1.0,1680,2,4,4,4,2,2,2,2,3,5,3,2,3,2,0,0.0,0.0
4498,0,0,1.0,1.0,27,1.0,3772,1,1,1,1,4,4,4,4,3,5,5,1,3,4,42,54.0,1.0
4499,1,0,1.0,0.0,29,1.0,1096,1,1,1,4,5,1,5,5,3,1,4,1,4,5,58,36.0,0.0
4500,1,0,1.0,1.0,22,0.0,612,3,4,3,3,2,3,2,2,3,2,5,3,4,2,0,0.0,0.0
4501,1,0,0.0,1.0,38,0.0,238,2,4,2,2,5,2,5,5,3,5,5,5,5,5,0,15.0,0.0
4502,0,0,1.0,1.0,58,1.0,1547,4,4,4,4,5,5,4,4,4,4,4,4,4,4,0,0.0,1.0
4503,0,0,1.0,1.0,56,1.0,3184,3,1,3,3,4,4,4,4,4,4,4,5,4,4,0,0.0,1.0
4504,1,0,0.0,0.0,18,1.0,602,5,2,5,3,3,5,3,3,3,2,4,5,5,3,0,0.0,1.0
4505,0,0,1.0,1.0,34,1.0,3187,1,2,2,2,5,4,3,1,1,1,1,1,1,1,0,0.0,0.0
4506,1,0,0.0,1.0,26,0.0,2106,3,2,3,4,3,3,3,3,1,3,3,1,3,3,101,94.0,0.0
4507,0,0,0.0,1.0,54,1.0,872,1,2,2,2,4,3,3,1,1,1,1,3,1,3,2,0.0,0.0
4508,0,0,1.0,1.0,58,1.0,2663,3,3,3,3,2,5,4,5,5,5,5,3,5,5,0,0.0,1.0
4509,0,0,1.0,1.0,34,1.0,216,4,3,4,4,5,2,1,5,5,5,5,2,5,2,0,2.0,1.0
4510,1,0,0.0,1.0,37,0.0,782,3,5,3,1,2,3,2,2,4,5,5,4,4,2,3,1.0,0.0
4511,1,0,1.0,1.0,31,0.0,236,4,4,4,2,4,4,4,4,4,2,4,5,4,4,0,0.0,0.0
4512,0,0,1.0,1.0,40,0.0,2399,3,5,3,4,4,3,4,4,4,3,2,3,4,5,7,0.0,0.0
4513,0,0,1.0,1.0,46,1.0,2304,3,3,3,3,2,5,2,5,5,5,5,4,5,2,0,0.0,1.0
4514,1,0,1.0,1.0,31,1.0,349,3,2,2,2,3,3,3,3,2,1,1,3,2,3,0,9.0,0.0
4515,0,0,0.0,1.0,50,1.0,3468,5,5,5,5,5,2,2,4,4,4,4,5,4,4,2,0.0,1.0
4516,1,0,1.0,1.0,52,1.0,419,4,4,4,4,4,3,4,4,4,4,4,3,4,3,0,0.0,0.0
4517,0,0,0.0,1.0,54,1.0,3954,4,4,5,4,4,4,4,5,5,5,5,5,5,3,11,15.0,1.0
4518,0,0,0.0,1.0,29,1.0,594,5,5,5,5,4,4,4,4,2,5,5,3,4,4,0,0.0,1.0
4519,1,0,1.0,1.0,51,0.0,2248,2,5,1,3,2,4,5,1,1,1,1,5,1,4,0,0.0,0.0
4520,0,0,1.0,0.0,31,1.0,1771,3,3,3,3,3,3,3,3,4,4,5,4,4,3,15,0.0,0.0
4521,0,0,0.0,1.0,56,1.0,1166,4,4,4,4,2,4,4,4,4,4,4,3,4,5,5,1.0,1.0
4522,0,0,0.0,1.0,33,1.0,1589,3,2,2,2,3,3,3,3,3,4,4,2,4,3,0,0.0,0.0
4523,1,0,0.0,1.0,41,1.0,140,4,3,3,3,4,4,4,4,1,1,3,3,4,4,0,0.0,0.0
4524,0,0,0.0,1.0,49,1.0,1655,2,2,1,2,3,5,4,2,2,2,2,3,2,3,1,4.0,1.0
4525,0,0,1.0,1.0,27,1.0,1703,5,5,5,5,5,5,5,5,3,5,4,5,4,5,10,0.0,1.0
4526,1,0,1.0,1.0,30,0.0,957,1,2,2,3,3,2,3,3,4,3,4,2,4,3,0,9.0,0.0
4527,1,0,0.0,1.0,32,0.0,349,1,4,5,3,2,5,2,2,4,3,5,3,5,2,3,0.0,0.0
4528,0,1,0.0,1.0,41,1.0,562,4,5,5,5,4,4,4,4,2,3,5,1,2,4,62,46.0,1.0
4529,0,0,1.0,1.0,54,1.0,2399,4,4,2,4,4,5,4,5,5,5,5,4,5,3,21,19.0,1.0
4530,1,0,0.0,0.0,54,1.0,77,4,1,4,1,5,4,5,5,5,4,5,2,5,5,0,0.0,0.0
4531,0,0,0.0,1.0,51,1.0,259,1,1,1,1,1,4,4,1,1,1,1,3,1,2,11,10.0,0.0
4532,0,0,1.0,1.0,45,1.0,3631,1,5,1,1,4,4,5,4,4,5,5,5,4,5,10,1.0,1.0
4533,1,0,1.0,0.0,32,1.0,946,3,4,4,4,3,4,3,3,2,4,4,4,3,3,0,0.0,0.0
4534,1,0,0.0,1.0,56,0.0,964,1,4,1,5,4,1,4,4,3,2,5,3,5,4,0,0.0,0.0
4535,0,0,1.0,1.0,25,1.0,338,4,4,4,4,4,4,4,4,5,2,5,3,4,4,0,0.0,1.0
4536,1,0,0.0,1.0,22,0.0,2355,3,2,3,4,4,3,4,4,2,1,3,2,4,4,0,0.0,0.0
4537,1,0,0.0,1.0,9,0.0,762,5,4,5,3,2,5,2,2,4,2,4,5,5,2,0,0.0,1.0
4538,1,0,1.0,1.0,15,0.0,469,2,4,2,2,5,2,4,5,4,2,5,5,4,5,17,14.0,0.0
4539,0,0,1.0,1.0,47,1.0,2007,3,3,3,3,5,5,4,5,5,4,5,4,5,4,0,0.0,1.0
4540,1,0,0.0,1.0,66,1.0,409,4,1,1,1,4,4,4,4,1,2,3,3,3,4,0,0.0,0.0
4541,1,0,1.0,1.0,41,1.0,251,5,2,5,2,5,5,5,5,3,3,3,1,5,5,23,19.0,1.0
4542,0,0,0.0,1.0,33,1.0,468,1,5,5,5,1,1,1,1,1,1,4,3,3,1,0,0.0,0.0
4543,1,0,0.0,1.0,30,1.0,946,4,1,3,3,4,4,4,4,1,1,4,2,4,4,1,0.0,0.0
4544,1,0,0.0,1.0,23,1.0,427,2,5,5,5,2,2,3,2,3,2,3,2,4,2,0,0.0,0.0
4545,0,0,0.0,1.0,30,1.0,3263,2,5,5,5,2,2,2,2,2,2,2,3,2,2,50,41.0,0.0
4546,0,0,0.0,0.0,39,1.0,74,4,4,4,1,5,4,5,5,5,2,5,5,5,5,0,0.0,0.0
4547,0,0,0.0,0.0,55,1.0,197,3,2,2,1,1,3,1,1,4,5,5,3,4,1,0,0.0,0.0
4548,0,0,1.0,1.0,30,1.0,2822,1,1,1,1,4,4,4,4,3,5,5,4,5,4,18,17.0,1.0
4549,0,0,1.0,0.0,37,1.0,402,1,1,1,1,4,1,4,4,3,5,4,5,4,4,0,0.0,0.0
4550,1,0,1.0,1.0,16,0.0,809,2,4,2,3,4,2,4,4,4,1,4,1,4,4,0,0.0,0.0
4551,0,0,0.0,1.0,15,1.0,1619,1,4,5,4,1,1,1,1,3,4,3,2,3,1,90,94.0,0.0
4552,0,0,1.0,1.0,44,1.0,3417,1,1,1,1,3,5,4,3,3,4,3,3,3,3,7,22.0,1.0
4553,0,0,0.0,1.0,39,1.0,2873,1,1,1,1,3,4,5,5,5,5,5,3,5,5,8,17.0,1.0
4554,1,0,1.0,1.0,49,0.0,143,2,3,2,5,3,5,1,3,3,2,3,3,3,3,0,0.0,0.0
4555,1,0,0.0,0.0,44,1.0,391,2,1,2,4,3,2,3,3,4,3,3,3,4,3,13,2.0,0.0
4556,0,0,1.0,0.0,62,1.0,1005,5,5,5,1,5,5,5,5,3,2,4,4,5,5,74,68.0,1.0
4557,0,0,1.0,1.0,41,1.0,1276,3,3,3,3,4,4,4,5,5,5,5,5,5,5,64,47.0,1.0
4558,1,0,1.0,1.0,21,0.0,599,1,3,1,4,4,1,1,4,4,5,3,1,3,4,18,43.0,0.0
4559,0,1,0.0,1.0,24,1.0,488,5,5,5,5,5,5,4,5,3,3,3,1,3,5,0,0.0,1.0
4560,0,0,0.0,1.0,39,1.0,2690,1,4,1,4,3,3,3,1,1,1,1,2,1,3,20,21.0,0.0
4561,0,0,0.0,0.0,25,1.0,337,1,1,1,5,4,1,2,4,3,3,4,5,5,4,1,5.0,1.0
4562,0,0,0.0,1.0,57,1.0,3896,5,5,5,5,3,4,4,2,2,2,2,3,2,4,0,0.0,1.0
4563,0,0,1.0,1.0,73,1.0,134,3,3,3,3,2,4,4,2,2,2,3,4,2,3,0,0.0,0.0
4564,1,0,1.0,0.0,10,1.0,1299,4,4,4,4,5,4,5,5,3,3,4,5,5,5,0,0.0,1.0
4565,0,0,0.0,1.0,31,1.0,199,1,5,1,3,3,3,3,3,1,2,2,4,5,3,38,34.0,1.0
4566,0,0,0.0,1.0,49,1.0,3945,4,4,4,4,5,5,5,2,4,5,1,5,2,5,157,138.0,1.0
4567,1,0,1.0,1.0,58,1.0,944,4,2,5,2,2,4,2,4,4,4,4,4,4,2,23,0.0,1.0
4568,0,0,1.0,1.0,39,1.0,1562,4,4,4,4,4,4,4,4,4,5,4,3,4,3,0,19.0,1.0
4569,0,0,0.0,1.0,34,1.0,255,3,1,3,3,5,5,5,5,5,5,5,4,5,4,0,0.0,1.0
4570,0,0,0.0,1.0,26,1.0,775,2,2,2,2,5,5,5,5,5,3,4,5,4,5,2,18.0,1.0
4571,0,0,0.0,0.0,35,1.0,867,2,2,2,4,3,2,2,3,5,4,5,3,5,3,0,0.0,0.0
4572,1,0,0.0,1.0,65,0.0,239,2,4,2,4,4,2,4,4,5,4,5,5,4,4,0,0.0,0.0
4573,0,0,1.0,1.0,65,0.0,2586,2,5,2,4,5,5,5,4,4,2,4,3,4,1,0,0.0,0.0
4574,0,0,1.0,0.0,26,1.0,646,4,4,4,2,2,4,2,2,5,4,4,4,4,2,24,17.0,1.0
4575,1,0,1.0,1.0,43,0.0,799,3,2,2,3,2,3,4,3,3,2,3,3,3,4,56,70.0,0.0
4576,0,0,1.0,1.0,33,0.0,495,2,4,2,3,2,4,5,4,4,2,4,5,4,5,60,44.0,0.0
4577,0,0,0.0,1.0,32,1.0,2306,4,4,4,4,2,2,2,2,5,4,4,5,5,2,0,0.0,1.0
4578,1,0,0.0,1.0,48,1.0,719,1,1,1,1,1,1,1,1,3,3,3,2,4,1,0,0.0,0.0
4579,0,0,1.0,1.0,29,1.0,2278,2,3,2,2,5,5,5,5,4,3,5,5,5,5,0,0.0,1.0
4580,0,0,0.0,1.0,39,1.0,1576,4,4,4,4,2,4,5,5,5,5,5,3,5,5,0,14.74085660217047,1.0
4581,0,0,0.0,0.0,39,1.0,772,3,3,3,3,3,3,3,3,1,2,3,4,3,3,0,0.0,0.0
4582,0,0,1.0,1.0,37,1.0,1028,2,2,2,2,5,5,4,5,5,5,5,1,5,3,113,101.0,1.0
4583,0,0,1.0,1.0,36,1.0,2556,3,3,3,3,2,5,5,4,4,4,4,5,4,5,78,75.0,1.0
4584,0,0,1.0,1.0,28,1.0,1928,5,5,3,5,4,4,4,4,5,5,5,3,5,4,0,0.0,1.0
4585,1,0,0.0,1.0,45,1.0,231,2,1,3,1,2,2,2,2,3,2,3,4,5,2,2,0.0,1.0
4586,1,0,1.0,1.0,32,0.0,561,4,4,4,4,3,4,3,3,4,5,5,5,5,3,27,8.0,0.0
4587,1,0,1.0,0.0,20,1.0,843,5,5,5,1,4,5,4,4,5,3,5,5,2,4,0,0.0,1.0
4588,1,0,0.0,1.0,64,0.0,583,3,5,3,1,2,3,5,2,4,5,5,5,4,2,0,0.0,0.0
4589,0,0,0.0,1.0,42,1.0,2667,1,5,1,1,4,5,4,5,5,5,5,5,5,4,0,0.0,1.0
4590,0,0,1.0,1.0,54,1.0,3270,5,5,5,5,2,4,5,5,5,5,5,4,5,5,0,0.0,1.0
4591,1,0,1.0,1.0,29,0.0,362,1,4,1,1,3,1,3,3,4,4,4,4,4,3,16,9.0,0.0
4592,1,0,1.0,1.0,8,0.0,299,1,4,1,1,3,1,4,3,4,4,4,5,4,3,4,6.0,0.0
4593,0,0,0.0,1.0,57,1.0,1592,3,3,3,3,2,5,4,5,5,5,5,4,5,5,2,0.0,1.0
4594,0,1,1.0,1.0,47,0.0,260,4,1,4,4,5,4,3,4,4,4,4,3,4,3,0,9.0,1.0
4595,0,0,1.0,1.0,59,1.0,2454,3,3,3,3,1,3,3,3,3,3,3,1,3,4,22,6.0,0.0
4596,0,0,0.0,1.0,54,0.0,624,1,4,1,3,1,1,5,2,2,1,2,1,2,3,0,0.0,0.0
4597,1,0,0.0,1.0,52,0.0,589,3,4,3,1,4,3,4,4,3,4,5,4,4,4,0,0.0,0.0
4598,0,0,0.0,1.0,19,1.0,2971,2,2,2,2,4,4,4,4,4,4,5,3,4,4,0,0.0,1.0
4599,1,0,0.0,1.0,30,0.0,731,1,3,1,3,5,1,5,5,2,2,3,1,2,5,0,0.0,0.0
4600,1,0,1.0,0.0,30,1.0,170,4,1,4,3,2,4,2,2,1,5,3,3,2,2,0,0.0,1.0
4601,0,0,0.0,1.0,46,1.0,2589,3,3,3,3,3,4,4,2,2,2,2,4,2,4,0,0.0,1.0
4602,0,0,1.0,1.0,55,1.0,1904,3,3,3,3,2,5,5,5,5,5,4,5,5,5,0,0.0,1.0
4603,1,0,0.0,1.0,16,0.0,1444,1,1,1,3,3,1,1,3,1,3,3,1,3,3,15,0.0,0.0
4604,0,0,1.0,1.0,48,1.0,2273,1,5,1,2,2,3,1,5,5,5,5,4,5,3,22,20.0,1.0
4605,0,1,1.0,1.0,29,0.0,1532,2,5,2,3,3,2,3,3,4,3,3,5,5,3,0,0.0,0.0
4606,1,0,1.0,1.0,29,0.0,447,2,3,2,3,4,2,4,4,1,2,4,3,3,4,0,8.0,0.0
4607,0,0,1.0,0.0,39,1.0,495,3,2,2,4,5,2,5,5,5,2,4,4,5,5,0,0.0,0.0
4608,0,0,0.0,1.0,49,1.0,2201,5,5,5,5,3,4,4,4,4,4,4,3,4,5,11,13.0,1.0
4609,0,0,0.0,1.0,45,1.0,692,4,4,2,4,2,5,4,4,4,4,4,4,4,4,0,0.0,1.0
4610,1,0,1.0,1.0,27,0.0,1590,2,4,2,2,5,2,5,5,5,5,5,3,5,5,3,14.0,0.0
4611,0,0,0.0,1.0,34,1.0,1024,2,2,2,2,4,4,5,4,4,4,4,4,4,1,0,0.0,1.0
4612,0,0,1.0,0.0,36,1.0,2174,1,1,1,1,5,1,5,5,4,5,3,5,5,5,0,0.0,0.0
4613,1,0,0.0,1.0,27,1.0,620,1,1,1,1,2,5,1,2,2,2,2,1,2,2,0,1.0,1.0
4614,0,0,1.0,1.0,43,1.0,3737,4,3,3,3,2,3,4,3,3,3,4,2,3,3,43,35.0,0.0
4615,1,0,0.0,0.0,10,1.0,646,5,1,5,1,2,5,2,2,4,2,4,4,4,2,0,0.0,1.0
4616,1,0,0.0,1.0,28,0.0,580,3,4,3,4,3,3,3,3,1,4,4,2,3,3,56,49.0,0.0
4617,0,0,1.0,1.0,55,1.0,3048,4,4,4,4,3,5,4,5,5,5,4,3,5,5,0,0.0,1.0
4618,1,0,1.0,1.0,17,0.0,296,2,4,2,4,5,2,5,5,3,4,5,3,5,5,50,36.0,0.0
4619,0,0,1.0,1.0,36,1.0,3937,4,5,5,5,5,4,3,4,4,4,4,3,4,3,10,5.0,0.0
4620,1,0,0.0,1.0,33,0.0,2640,4,4,4,4,3,4,3,3,1,4,5,5,4,3,1,0.0,1.0
4621,0,0,0.0,1.0,53,1.0,937,4,4,4,4,5,2,4,5,5,4,5,4,5,3,8,0.0,1.0
4622,1,0,1.0,0.0,21,1.0,277,2,3,3,4,3,3,3,3,1,4,4,1,4,3,85,86.0,0.0
4623,0,0,1.0,1.0,32,1.0,2560,4,4,4,4,5,5,4,5,3,2,4,5,5,5,25,17.0,1.0
4624,1,0,1.0,0.0,24,1.0,296,4,1,4,3,2,4,2,2,4,2,4,3,5,2,0,0.0,1.0
4625,0,0,0.0,1.0,23,1.0,562,3,4,4,4,3,3,3,3,3,2,3,1,4,3,0,0.0,0.0
4626,1,0,1.0,0.0,25,1.0,822,2,3,3,4,5,3,5,5,2,2,4,1,3,5,0,0.0,0.0
4627,0,0,0.0,0.0,37,1.0,650,1,1,1,5,4,1,4,4,4,5,4,4,4,4,2,3.0,0.0
4628,0,0,0.0,1.0,49,1.0,3213,4,4,4,4,5,5,2,4,4,5,4,2,4,1,81,58.0,1.0
4629,0,1,0.0,1.0,7,0.0,990,3,5,3,4,5,3,5,5,3,4,4,5,4,5,11,0.0,0.0
4630,1,0,0.0,1.0,14,0.0,1303,2,1,2,3,3,2,3,3,4,3,2,2,3,3,1,0.0,0.0
4631,0,0,0.0,1.0,12,1.0,1576,4,1,1,1,4,4,4,4,1,4,3,4,4,4,0,20.0,0.0
4632,0,0,1.0,1.0,37,1.0,3095,4,2,2,2,2,3,4,4,4,4,4,1,4,2,53,55.0,0.0
4633,0,0,0.0,1.0,59,1.0,570,2,2,2,2,3,5,4,2,2,2,2,4,2,3,29,17.0,1.0
4634,0,0,0.0,1.0,16,1.0,846,5,5,5,5,5,5,5,5,4,1,4,2,2,5,0,6.0,1.0
4635,0,1,1.0,1.0,40,0.0,544,1,3,5,3,2,5,2,2,3,4,3,4,4,2,0,0.0,0.0
4636,0,0,0.0,1.0,40,1.0,1769,4,4,4,4,1,5,1,4,4,4,4,4,4,3,0,0.0,1.0
4637,1,0,0.0,0.0,16,1.0,643,2,1,2,3,4,2,4,4,1,5,4,4,4,4,20,10.0,0.0
4638,0,0,1.0,1.0,54,1.0,1535,1,1,1,1,3,5,4,4,4,4,4,5,4,5,0,0.0,1.0
4639,1,0,1.0,1.0,18,0.0,239,1,3,1,3,3,1,2,3,3,1,5,3,3,3,30,19.0,0.0
4640,1,0,1.0,1.0,9,0.0,666,5,1,5,3,2,5,2,2,1,2,3,4,3,2,1,5.0,1.0
4641,0,0,0.0,0.0,20,1.0,364,2,4,2,4,4,2,3,4,3,3,4,4,3,4,31,22.0,0.0
4642,1,0,0.0,1.0,29,0.0,377,1,4,1,2,4,1,4,4,4,2,5,4,5,4,0,0.0,1.0
4643,0,0,0.0,1.0,42,1.0,3976,3,3,3,3,3,4,4,3,3,3,3,5,3,4,15,4.0,1.0
4644,1,0,0.0,1.0,8,0.0,101,3,5,3,2,5,3,5,5,3,2,5,4,5,5,0,0.0,0.0
4645,1,0,0.0,1.0,23,0.0,2475,1,1,2,3,2,2,2,4,1,3,5,2,4,2,0,0.0,0.0
4646,0,0,1.0,0.0,58,1.0,404,2,2,2,1,1,2,2,1,3,5,4,5,4,1,0,0.0,0.0
4647,1,0,1.0,1.0,52,0.0,283,3,5,3,4,5,5,5,1,1,3,1,4,1,3,0,0.0,0.0
4648,0,0,1.0,0.0,22,1.0,550,5,1,5,3,3,5,3,3,3,3,4,3,4,3,0,2.0,1.0
4649,1,0,0.0,1.0,63,1.0,239,2,4,4,4,2,2,2,2,4,5,3,4,2,2,5,2.0,0.0
4650,0,0,1.0,1.0,51,1.0,2967,5,5,5,5,1,5,5,3,3,3,3,2,3,3,0,0.0,1.0
4651,1,0,0.0,1.0,70,0.0,689,2,4,2,5,1,2,1,1,5,3,4,3,4,1,0,0.0,0.0
4652,0,0,1.0,1.0,56,0.0,255,2,3,2,2,1,4,4,3,3,2,3,4,3,3,16,13.0,0.0
4653,1,0,1.0,1.0,28,1.0,1035,5,2,2,2,5,5,5,5,5,2,4,2,1,5,49,59.0,1.0
4654,1,0,1.0,0.0,21,1.0,377,4,1,3,3,5,3,5,5,5,5,4,5,1,5,34,29.0,0.0
4655,0,0,0.0,1.0,56,1.0,3128,4,4,3,4,3,5,4,5,5,4,5,4,5,3,0,2.0,1.0
4656,1,0,1.0,1.0,47,1.0,259,3,1,1,1,4,4,3,3,3,3,3,2,3,3,0,0.0,0.0
4657,0,0,0.0,1.0,43,1.0,3385,1,1,1,1,4,5,4,5,5,5,5,4,5,4,0,0.0,1.0
4658,1,0,0.0,1.0,44,0.0,157,2,5,2,2,1,2,1,1,5,5,5,5,4,1,0,0.0,0.0
4659,1,0,1.0,0.0,25,1.0,137,1,1,1,4,5,1,5,5,4,2,4,2,4,5,0,0.0,0.0
4660,0,0,1.0,1.0,44,1.0,2961,4,4,4,4,5,4,5,4,4,4,4,3,4,5,0,6.0,1.0
4661,1,0,0.0,0.0,46,0.0,866,2,4,2,3,2,2,2,2,4,5,5,3,5,2,0,0.0,0.0
4662,1,0,1.0,1.0,25,0.0,680,1,5,1,2,1,1,2,1,3,3,4,5,5,1,14,8.0,0.0
4663,1,0,1.0,1.0,55,0.0,456,4,5,4,2,4,4,4,3,3,4,3,5,3,3,8,0.0,0.0
4664,1,0,0.0,1.0,25,1.0,488,5,3,3,3,5,5,4,5,2,3,1,4,5,5,19,8.0,1.0
4665,0,0,0.0,1.0,40,1.0,2505,3,3,3,3,5,4,5,3,3,4,3,5,3,3,29,31.0,1.0
4666,1,0,0.0,0.0,40,1.0,563,4,5,5,4,1,5,1,1,1,3,3,3,3,1,55,69.0,1.0
4667,0,0,1.0,1.0,66,1.0,3969,3,4,4,4,1,3,3,1,1,1,3,3,1,2,0,0.0,0.0
4668,0,0,0.0,1.0,32,1.0,1721,5,5,5,5,5,5,5,5,1,3,5,3,4,5,0,0.0,1.0
4669,1,0,1.0,0.0,32,1.0,370,3,4,3,3,4,3,4,4,3,4,2,5,3,4,2,0.0,0.0
4670,0,0,0.0,1.0,51,1.0,901,2,2,2,2,5,4,5,5,5,5,5,2,5,3,26,20.0,1.0
4671,0,0,0.0,1.0,43,1.0,1076,3,3,3,3,2,5,5,4,4,4,4,5,4,3,0,0.0,1.0
4672,0,0,1.0,1.0,51,1.0,316,1,1,1,5,2,4,4,3,3,3,3,4,3,5,89,83.0,1.0
4673,1,0,0.0,0.0,35,1.0,866,3,3,3,3,4,3,4,4,4,1,2,4,2,4,0,0.0,0.0
4674,0,0,0.0,1.0,29,1.0,2565,3,5,5,5,3,3,3,4,2,3,3,3,1,3,13,0.0,0.0
4675,1,0,0.0,0.0,24,1.0,844,1,1,1,1,1,1,1,1,3,4,2,5,2,1,0,0.0,1.0
4676,0,0,1.0,1.0,22,1.0,678,5,5,5,5,4,4,4,4,5,2,5,5,5,4,0,0.0,1.0
4677,1,0,1.0,1.0,23,0.0,689,3,5,3,2,1,3,1,1,4,4,4,3,4,1,0,0.0,0.0
4678,0,0,0.0,1.0,48,1.0,1618,1,1,1,1,4,5,5,4,4,4,4,5,4,5,14,9.0,1.0
4679,0,0,1.0,1.0,39,1.0,3654,1,1,1,1,5,4,5,4,4,4,4,4,4,4,23,21.0,1.0
4680,1,0,0.0,1.0,18,0.0,82,4,1,4,4,4,4,4,4,1,4,3,4,4,4,0,0.0,0.0
4681,1,0,0.0,1.0,10,0.0,746,2,5,2,4,2,4,4,5,5,4,4,4,3,4,199,185.0,0.0
4682,0,0,0.0,1.0,39,1.0,2024,4,4,4,4,5,3,4,4,4,4,4,4,4,3,0,0.0,0.0
4683,1,0,0.0,1.0,67,1.0,360,3,5,5,5,3,3,3,3,3,2,4,4,3,3,0,0.0,0.0
4684,0,0,1.0,1.0,42,0.0,989,2,4,2,4,5,4,4,3,3,2,3,4,3,4,0,0.0,0.0
4685,1,0,1.0,0.0,22,1.0,581,4,1,4,3,2,4,2,2,4,5,5,3,4,2,0,0.0,1.0
4686,0,0,1.0,1.0,47,1.0,1631,5,5,5,5,3,4,5,4,4,5,4,3,4,4,0,0.0,1.0
4687,0,0,1.0,1.0,41,1.0,3149,2,3,3,3,3,2,3,2,2,2,2,4,2,1,0,0.0,0.0
4688,0,0,1.0,0.0,26,1.0,2583,1,3,1,4,3,1,2,3,1,1,2,1,4,3,0,1.0,0.0
4689,0,0,0.0,1.0,53,1.0,1589,4,4,4,4,1,1,2,4,4,4,4,2,4,1,10,0.0,0.0
4690,1,0,1.0,1.0,51,0.0,196,1,5,1,3,2,5,5,4,4,1,4,5,4,4,0,0.0,0.0
4691,1,0,1.0,1.0,49,0.0,759,1,4,1,1,2,4,4,1,1,1,5,5,1,5,0,0.0,0.0
4692,1,0,0.0,1.0,28,0.0,547,3,4,3,4,5,3,2,5,2,5,4,1,3,5,3,3.0,0.0
4693,0,1,1.0,1.0,28,1.0,528,1,1,1,1,2,1,2,2,2,2,5,1,1,2,0,0.0,1.0
4694,0,0,0.0,1.0,27,1.0,2402,4,4,3,4,5,4,5,5,5,4,5,3,5,5,0,0.0,1.0
4695,1,0,1.0,1.0,39,0.0,304,5,5,5,1,2,5,2,2,4,3,4,4,5,2,0,0.0,1.0
4696,0,0,0.0,0.0,24,1.0,338,1,5,1,5,3,1,3,3,5,3,5,4,4,3,22,46.0,1.0
4697,1,0,1.0,1.0,41,1.0,1448,3,2,2,2,3,3,3,3,2,3,4,1,3,3,0,0.0,0.0
4698,0,0,1.0,1.0,35,1.0,366,2,2,2,2,3,3,3,5,5,5,5,1,5,1,0,0.0,1.0
4699,1,0,0.0,1.0,47,0.0,651,2,5,3,1,5,3,5,5,5,4,1,4,3,5,0,0.0,0.0
4700,1,0,1.0,1.0,33,1.0,134,4,1,4,1,4,4,4,4,1,5,2,2,4,4,0,14.0,1.0
4701,0,0,1.0,0.0,27,1.0,1121,2,1,1,1,3,1,3,3,5,5,5,4,4,3,1,0.0,0.0
4702,1,0,1.0,1.0,31,0.0,594,2,3,2,3,1,2,1,1,1,4,3,5,4,1,72,54.0,0.0
4703,0,1,0.0,1.0,24,1.0,1182,4,1,5,1,4,4,5,4,5,1,5,4,3,4,0,0.0,1.0
4704,0,0,0.0,1.0,61,1.0,277,1,1,1,1,2,5,1,5,5,5,5,3,5,5,0,1.0,1.0
4705,0,0,1.0,1.0,59,1.0,1440,1,1,4,1,4,5,5,4,4,4,4,4,4,4,51,29.0,1.0
4706,1,0,1.0,1.0,44,0.0,899,2,5,2,4,2,5,5,4,4,2,4,3,4,3,1,11.0,0.0
4707,0,0,1.0,1.0,29,1.0,1670,4,4,4,4,4,4,4,4,5,3,4,3,4,4,0,10.0,1.0
4708,0,1,0.0,1.0,52,1.0,1532,2,3,4,3,2,2,2,2,3,4,3,1,4,2,0,0.0,0.0
